#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1155	NM_001252397	chr6	+	74718508	74738016	74718515	74737617	8	74718508,74720004,74723842,74728609,74732862,74736527,74736729,74737452,	74718626,74720157,74724006,74728661,74733012,74736629,74736825,74738016,	0	CRYZ	cmpl	cmpl	0,0,0,2,0,0,0,0,
1158	NM_001204810	chr6	-	75194919	75201096	75194919	75201096	4	75194919,75198204,75199457,75201014,	75196376,75198297,75199625,75201096,	0	FPGT	cmpl	cmpl	1,1,1,0,
1179	NR_049335	chr6	+	77945928	77945989	77945989	77945989	1	77945928,	77945989,	0	MIR186	unk	unk	-1,
1180	NM_001002958	chr6	+	77997100	78050886	77997100	78050375	2	77997100,78050339,	77997281,78050886,	0	PTGER3	incmpl	cmpl	2,0,
1195	NM_001003176	chr6	+	79953980	79977715	79954007	79976982	14	79953980,79954944,79956445,79959467,79959682,79962599,79964835,79965144,79965400,79966607,79974732,79975176,79975591,79976830,	79954018,79955027,79956596,79959575,79959824,79962747,79964917,79965277,79965540,79966737,79974847,79975271,79975703,79977715,	0	RPE65	cmpl	cmpl	0,2,1,2,2,0,1,2,0,2,0,1,0,1,
1	NM_001253833	chr7	+	33544232	33627568	33550397	33627211	33	33544232,33550347,33551218,33552857,33553091,33554141,33556296,33561022,33564180,33566192,33567334,33569147,33572148,33575549,33578435,33579154,33583584,33585925,33597888,33599217,33599611,33606157,33606492,33609561,33610082,33614144,33618171,33618453,33619236,33620170,33621608,33626285,33627049,	33544370,33550545,33551323,33552896,33553235,33554347,33556393,33561111,33564372,33566311,33567411,33569337,33572204,33575703,33578628,33579241,33583859,33586062,33598017,33599496,33599902,33606227,33606724,33609669,33610258,33614301,33618376,33618557,33619345,33620288,33621804,33626474,33627568,	0	ADCY10	cmpl	cmpl	-1,0,1,1,1,1,0,1,0,0,2,1,2,1,2,0,0,2,1,1,1,1,2,0,0,2,0,1,0,1,2,0,0,
82	NM_001003341	chr7	-	9689335	9702964	9690861	9702964	7	9689335,9691735,9692216,9692518,9700492,9701845,9702781,	9691047,9691900,9692269,9692669,9700573,9702117,9702964,	0	CD34	cmpl	incmpl	0,0,1,0,0,1,1,
89	NM_001197160	chr7	+	17125385	17339165	17125423	17336877	15	17125385,17153553,17256423,17268926,17271221,17271637,17276136,17284774,17285178,17289070,17290378,17322634,17326926,17333395,17336816,	17125492,17153605,17256525,17269150,17271371,17271721,17276218,17284965,17285358,17289242,17290573,17322801,17327066,17333617,17339165,	0	XPR1	cmpl	cmpl	0,0,1,1,0,0,0,1,0,0,1,1,0,2,2,
91	NM_001003351	chr7	+	19529029	19584029	19529164	19583781	23	19529029,19545926,19554460,19557809,19560437,19561536,19562493,19563758,19564818,19565868,19566773,19569146,19570564,19571003,19572731,19573867,19575413,19576453,19577134,19578486,19580338,19580586,19583527,	19529243,19546115,19554596,19557908,19560574,19561659,19562683,19563871,19565037,19566051,19567019,19569292,19570721,19571209,19572811,19574032,19575558,19576603,19577249,19578686,19580497,19580686,19584029,	0	LAMC2	cmpl	cmpl	0,1,1,2,2,1,1,2,1,1,1,1,0,1,0,2,2,0,0,1,0,0,1,
107	NM_001195512	chr7	+	35910622	35963677	35910663	35963517	15	35910622,35929575,35929913,35931225,35938589,35942033,35943699,35947149,35948021,35949434,35951184,35952880,35961520,35961712,35963343,	35910717,35929645,35930011,35931315,35938638,35942121,35943865,35947221,35948143,35949582,35951242,35952963,35961622,35961772,35963677,	0	KMO	cmpl	cmpl	0,0,1,0,0,1,2,0,0,2,0,1,0,0,0,
122	NM_001287160	chr7	-	51641328	51778226	51641660	51778188	25	51641328,51650971,51656518,51663658,51676963,51681861,51687318,51689173,51689911,51692287,51697033,51699664,51706805,51712996,51714716,51721337,51730088,51730851,51733045,51735868,51737884,51762829,51770294,51774007,51778120,	51641675,51651097,51656609,51663827,51677038,51681946,51687383,51689243,51690040,51692419,51697150,51699770,51706873,51713087,51714871,51721523,51730181,51730956,51733117,51735964,51737971,51762959,51770438,51774196,51778226,	0	PIK3C3	cmpl	cmpl	0,0,2,1,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,2,0,
133	NM_001287156	chr7	+	63741224	63954406	63741318	63953219	16	63741224,63770673,63891577,63893549,63895380,63900074,63902866,63911096,63911905,63914368,63916083,63919589,63920118,63922297,63942403,63953012,	63741378,63770785,63891804,63893696,63895536,63900219,63903039,63911234,63912091,63914622,63916226,63919823,63920352,63922437,63942568,63954406,	0	CDH2	cmpl	cmpl	0,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,
140	NM_001003135	chr7	+	70498409	70524165	70499324	70523876	9	70498409,70499311,70500819,70505940,70508118,70513522,70519247,70522515,70523872,	70498476,70499430,70500968,70506108,70508551,70513660,70519462,70522700,70524165,	0	CLUL1	cmpl	cmpl	-1,0,1,0,0,1,1,0,2,
608	NM_001003279	chr7	-	3044727	3073015	3045925	3072939	2	3044727,3072598,	3046565,3073015,	0	ADORA1	cmpl	cmpl	2,0,
608	NM_001177807	chr7	+	3026210	3032819	3026210	3032819	16	3026210,3026507,3027415,3028094,3028914,3029892,3031048,3031635,3032419,3032684,3032754,3032756,3032766,3032779,3032786,3032791,	3026235,3026537,3027617,3028151,3029065,3030017,3031172,3031818,3032536,3032754,3032756,3032766,3032779,3032786,3032791,3032819,	0	CHI3L1	cmpl	cmpl	0,1,1,2,2,0,2,0,0,0,2,2,1,0,2,2,
609	NM_001160425	chr7	+	3230142	3232672	3230673	3232055	3	3230142,3231438,3231882,	3230748,3231538,3232672,	0	CYB5R1	cmpl	cmpl	0,0,1,
609	NM_001375383	chr7	+	3211623	3215238	3212456	3215238	5	3211623,3212137,3212435,3213364,3214039,	3211721,3212212,3212564,3213521,3215238,	0	MGAT4F	cmpl	cmpl	-1,-1,0,0,1,
619	NM_001003012	chr7	+	4517491	4523990	4517491	4523990	8	4517491,4517869,4518777,4519834,4520153,4521010,4522701,4523876,	4517559,4517905,4518811,4519895,4520270,4521088,4522812,4523990,	0	TNNT2	incmpl	incmpl	2,1,1,2,0,0,0,0,
622	NM_001287161	chr7	-	4897170	4942938	4900610	4942761	14	4897170,4900582,4903199,4903895,4904428,4905844,4906750,4908488,4909855,4910798,4911903,4914717,4933743,4942559,	4899715,4900685,4903284,4904082,4904582,4906021,4906906,4908603,4910033,4911006,4912048,4915112,4933850,4942938,	0	PKP1	cmpl	cmpl	-1,0,2,1,0,0,0,2,1,0,2,0,1,0,
638	NR_049353	chr7	+	7011903	7011965	7011965	7011965	1	7011903,	7011965,	0	MIR181B-1	unk	unk	-1,
638	NR_049352	chr7	+	7011717	7011779	7011779	7011779	1	7011717,	7011779,	0	MIR181A-1	unk	unk	-1,
650	NM_001197076	chr7	+	8549448	8616683	8549448	8616618	27	8549448,8556576,8566838,8567346,8568769,8569555,8571812,8572523,8573156,8575586,8575822,8576336,8577892,8578213,8578462,8584344,8593887,8602025,8603560,8604788,8606372,8607349,8607999,8608351,8609862,8612063,8616515,	8549594,8558056,8566943,8567493,8569015,8569623,8571954,8572654,8573332,8575732,8575908,8576555,8578100,8578356,8578591,8584539,8598642,8602192,8603657,8604998,8606522,8607541,8608192,8608506,8610039,8612233,8616683,	0	ASPM	incmpl	cmpl	1,0,1,1,1,1,0,1,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,
652	NM_001003077	chr7	-	8888581	8892343	8888782	8892343	5	8888581,8889883,8890878,8891295,8892185,	8888875,8889949,8891031,8891355,8892343,	0	IL10	cmpl	incmpl	0,0,0,0,1,
653	NM_001287152	chr7	-	9025656	9042628	9026401	9036243	11	9025656,9027578,9027774,9028752,9029240,9030336,9031219,9032813,9034833,9036200,9042510,	9026497,9027646,9027906,9028874,9029412,9030660,9031552,9033467,9035178,9036297,9042628,	0	PIGR	cmpl	cmpl	0,1,1,2,1,1,1,1,1,0,-1,
657	NR_049527	chr7	-	9542982	9543040	9543040	9543040	1	9542982,	9543040,	0	MIR29C-2	unk	unk	-1,
657	NR_049348	chr7	-	9542982	9543040	9543040	9543040	1	9542982,	9543040,	0	MIR29C-1	unk	unk	-1,
658	NR_049527	chr7	-	9606311	9606369	9606369	9606369	1	9606311,	9606369,	0	MIR29C-2	unk	unk	-1,
658	NR_049348	chr7	-	9606311	9606369	9606369	9606369	1	9606311,	9606369,	0	MIR29C-1	unk	unk	-1,
658	NR_049347	chr7	-	9606850	9606916	9606916	9606916	1	9606850,	9606916,	0	MIR29B-2	unk	unk	-1,
669	NR_049433	chr7	+	11048071	11048140	11048140	11048140	1	11048071,	11048140,	0	MIR205	unk	unk	-1,
671	NM_001005756	chr7	+	11339516	11366904	11339516	11366904	6	11339516,11340336,11341426,11341670,11364879,11366683,	11339604,11340467,11341538,11341856,11365023,11366904,	0	HSD11B1	cmpl	cmpl	0,1,0,1,1,1,
682	NM_001197118	chr7	+	12768350	12788287	12768464	12788086	9	12768350,12769923,12772617,12776932,12777335,12779863,12784814,12786347,12787508,	12768682,12769981,12772720,12777013,12777410,12779956,12784955,12786516,12788287,	0	TRAF5	cmpl	cmpl	0,2,0,0,0,0,0,0,1,
727	NM_001002965	chr7	-	18692091	18701435	18693648	18700292	8	18692091,18694555,18694934,18695462,18697054,18698530,18700185,18701325,	18693967,18694755,18695062,18695609,18697216,18698709,18700305,18701435,	0	GLUL	cmpl	cmpl	2,0,1,1,1,2,0,-1,
727	NM_001293224	chr7	-	18692091	18701435	18693648	18698696	7	18692091,18694555,18694934,18695462,18697054,18698530,18701325,	18693967,18694755,18695062,18695609,18697216,18698709,18701435,	0	GLUL	cmpl	cmpl	2,0,1,1,1,0,-1,
728	NM_001003167	chr7	+	18752986	18754150	18753016	18753790	1	18752986,	18754150,	0	CE9	cmpl	cmpl	0,
729	NM_001097549	chr7	-	18941090	18962763	18943580	18959413	7	18941090,18944416,18947227,18948427,18949820,18957936,18962659,	18943719,18944550,18947360,18948633,18949906,18959609,18962763,	0	RNASEL	cmpl	cmpl	2,0,2,0,1,0,-1,
736	NM_001101832	chr7	-	19875288	19904717	19875316	19904717	14	19875288,19877400,19881700,19881931,19884144,19885162,19885468,19886918,19888185,19889916,19890694,19895250,19902723,19904543,	19875429,19877578,19881812,19882111,19884224,19885231,19885610,19886962,19888245,19890024,19890829,19895359,19902806,19904717,	0	NCF2	cmpl	cmpl	1,0,2,2,0,0,2,0,0,0,0,2,0,0,
756	NM_001003076	chr7	-	22462940	22478382	22463352	22467139	4	22462940,22465399,22467078,22478326,	22463877,22465551,22467163,22478382,	0	PDC	cmpl	cmpl	0,1,0,-1,
757	NM_001003354	chr7	-	22632145	22638829	22633772	22638821	10	22632145,22634316,22634828,22635400,22635747,22636410,22637006,22637696,22637955,22638769,	22634182,22634464,22635115,22635647,22635831,22636592,22637150,22637840,22638072,22638829,	0	PTGS2	cmpl	cmpl	1,0,1,0,0,1,1,1,1,0,
767	NM_001109813	chr7	+	23887807	23909386	23893388	23909237	6	23887807,23889733,23893365,23905485,23907385,23909049,	23888184,23889852,23894211,23905679,23907656,23909386,	0	ANGPTL1	cmpl	cmpl	-1,-1,0,1,0,1,
780	NR_049492	chr7	+	25566764	25566847	25566847	25566847	1	25566764,	25566847,	0	MIR488	unk	unk	-1,
787	NR_049349	chr7	+	26507850	26507910	26507910	26507910	1	26507850,	26507910,	0	MIR1843	unk	unk	-1,
808	NM_001287153	chr7	-	29301330	29309718	29302216	29309558	4	29301330,29303889,29308547,29309195,	29302611,29303946,29308593,29309718,	0	FASLG	cmpl	cmpl	1,1,0,0,
812	NR_049435	chr7	+	29783988	29784098	29784098	29784098	1	29783988,	29784098,	0	MIR214	unk	unk	-1,
812	NR_049350	chr7	+	29778195	29778254	29778254	29778254	1	29778195,	29778254,	0	MIR199-2	unk	unk	-1,
816	NM_001048030	chr7	+	30302546	30314054	30302664	30313492	3	30302546,30310944,30312707,	30303205,30311070,30314054,	0	MYOC	cmpl	cmpl	0,1,1,
818	NM_001003061	chr7	-	30566465	30585436	30566862	30585428	8	30566465,30568814,30569608,30571022,30573614,30577479,30580707,30585296,	30567205,30568887,30569964,30571222,30573757,30577642,30580896,30585436,	0	FMO1	cmpl	cmpl	2,1,2,0,1,0,0,0,
819	NM_001003060	chr7	-	30687618	30712721	30688660	30711242	9	30687618,30689709,30692415,30695694,30699297,30699642,30703026,30711110,30712617,	30689003,30689782,30692771,30695894,30699440,30699805,30703215,30711248,30712721,	0	FMO3	cmpl	cmpl	2,1,2,0,1,0,0,0,-1,
828	NM_001003310	chr7	+	31855578	31865405	31855595	31862456	13	31855578,31856197,31857147,31857645,31858644,31858930,31860063,31860369,31860765,31861438,31862278,31862407,31863393,	31855632,31856584,31857255,31857831,31858830,31859119,31860252,31860558,31860942,31861549,31862300,31862480,31865405,	0	SELE	cmpl	cmpl	0,1,1,1,1,1,1,1,1,1,1,2,-1,
828	NM_001287149	chr7	+	31925133	31962961	31925214	31962251	16	31925133,31934002,31936135,31939756,31940310,31941383,31943816,31946167,31949738,31955097,31956642,31957944,31958769,31961135,31962196,31962836,	31925217,31934093,31936522,31939864,31940496,31941569,31944002,31946353,31949924,31955283,31956855,31958130,31958889,31961166,31962252,31962961,	0	SELP	cmpl	cmpl	0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,
832	NM_001003283	chr7	-	32430776	32453736	32431111	32453736	7	32430776,32432559,32435169,32437082,32449149,32453712,32453731,	32431375,32432640,32435354,32437238,32449278,32453731,32453736,	0	ATP1B1	cmpl	incmpl	0,0,1,1,1,0,0,
835	NM_001287158	chr7	+	32797055	32822119	32797101	32820999	4	32797055,32806609,32817003,32820932,	32797406,32806735,32817111,32822119,	0	DPT	cmpl	cmpl	0,2,2,2,
838	NM_001005758	chr7	-	33175782	33199870	33175782	33199870	8	33175782,33179043,33181373,33183754,33185034,33188480,33189950,33199667,	33176068,33179179,33181562,33183816,33185096,33188615,33190215,33199870,	0	TBX19	cmpl	cmpl	2,1,1,2,0,0,2,0,
869	NR_049346	chr7	-	37286018	37286075	37286075	37286075	1	37286018,	37286075,	0	MIR350	unk	unk	-1,
882	NR_128839	chr7	+	38966696	38966799	38966799	38966799	1	38966696,	38966799,	0	MIR7180	unk	unk	-1,
893	NR_128838	chr7	+	40458438	40458579	40458579	40458579	1	40458438,	40458579,	0	MIR8881	unk	unk	-1,
898	NM_001284465	chr7	-	41118088	41133825	41118193	41133802	10	41118088,41119312,41122993,41123458,41126179,41126922,41127767,41129634,41131037,41133661,	41118349,41119431,41123095,41123542,41126278,41127143,41127835,41129776,41131252,41133825,	0	PSEN2	cmpl	cmpl	0,1,1,1,1,2,0,2,0,0,
904	NM_001287159	chr7	+	41910290	41935388	41912436	41934031	23	41910290,41912422,41914859,41916369,41917286,41919315,41920514,41920967,41921739,41923812,41924130,41924345,41925649,41926918,41929369,41929552,41930261,41930702,41931125,41932047,41932803,41933235,41933857,	41910701,41912622,41914939,41916436,41917324,41919458,41920566,41921076,41921810,41923893,41924254,41924479,41925787,41927072,41929476,41929639,41930324,41930865,41931231,41932215,41932919,41933295,41935388,	0	TMEM63A	cmpl	cmpl	-1,0,0,2,0,2,1,2,0,2,2,0,2,2,0,2,2,2,0,1,1,0,0,
916	NM_001308534	chr7	+	43485806	43496145	43485896	43495224	6	43485806,43488318,43491431,43492794,43493838,43495216,	43485924,43488345,43491752,43493112,43494159,43496145,	0	CD5L	cmpl	cmpl	0,1,1,1,1,1,
922	NM_001284437	chr7	-	44282643	44299246	44283002	44295189	14	44282643,44283459,44284130,44284584,44285241,44285943,44289343,44290484,44292548,44293327,44293693,44294162,44295098,44298784,	44283125,44283650,44284275,44284667,44285400,44286051,44289982,44290718,44292842,44293455,44293868,44294537,44295208,44299246,	0	BCAN	cmpl	cmpl	0,1,0,1,1,1,1,1,1,2,1,1,0,-1,
924	NM_001003017	chr7	-	44506766	44517035	44507082	44516975	10	44506766,44507286,44508340,44508818,44509069,44509493,44510999,44511281,44511786,44516788,	44507151,44507360,44508462,44508952,44509207,44509660,44511147,44511432,44511973,44517035,	0	RHBG	cmpl	cmpl	0,1,2,0,0,1,0,2,1,0,
924	NR_049351	chr7	+	44477955	44478017	44478017	44478017	1	44477955,	44478017,	0	MIR9-1	unk	unk	-1,
925	NM_001287151	chr7	-	44673391	44690769	44673848	44690557	12	44673391,44674157,44675123,44675601,44675835,44676320,44676650,44677382,44677620,44678019,44680233,44690201,	44673875,44674427,44675213,44675721,44675943,44676546,44676871,44677508,44677791,44678145,44680390,44690769,	0	LMNA	cmpl	cmpl	0,0,0,0,0,2,0,0,0,0,2,0,
926	NM_001003269	chr7	+	44765967	44772382	44766512	44771939	6	44765967,44766512,44767738,44768859,44770668,44771828,	44766025,44766667,44767837,44768968,44770746,44772382,	0	SSR2	cmpl	cmpl	-1,0,2,2,0,0,
926	NM_001006123	chr7	+	44806269	44821436	44806269	44821436	21	44806269,44808457,44808821,44809460,44809814,44810028,44810711,44811115,44811579,44811892,44813852,44814477,44815856,44818282,44818752,44818963,44819152,44819359,44819587,44820330,44821362,	44806416,44808525,44808885,44809590,44809924,44810175,44810962,44811241,44811697,44812141,44813929,44814647,44815924,44818480,44818872,44819031,44819188,44819410,44820031,44820448,44821436,	0	ARHGEF2	incmpl	cmpl	1,1,0,1,2,1,1,0,0,1,1,0,2,1,1,1,0,0,0,0,1,
926	NM_001002995	chr7	+	44806269	44821436	44806269	44821436	21	44806269,44808457,44808821,44809460,44809814,44810028,44810711,44811115,44811579,44811892,44813852,44814477,44815856,44818282,44818752,44818963,44819152,44819359,44819587,44820264,44821362,	44806416,44808525,44808885,44809590,44809924,44810175,44810962,44811241,44811697,44812141,44813929,44814647,44815924,44818480,44818872,44819031,44819188,44819410,44820031,44820448,44821436,	0	ARHGEF2	incmpl	cmpl	1,1,0,1,2,1,1,0,0,1,1,0,2,1,1,1,0,0,0,0,1,
926	NM_001313865	chr7	-	44723921	44729853	44724152	44729594	5	44723921,44724676,44725322,44726702,44729551,	44724280,44724757,44725516,44726898,44729853,	0	RAB25	cmpl	cmpl	1,1,2,1,0,
930	NM_001256262	chr7	+	45236877	45244521	45236877	45244521	11	45236877,45237840,45240505,45240701,45240966,45241461,45241832,45242282,45242529,45243617,45244414,	45236977,45238023,45240597,45240833,45241153,45241732,45241983,45242435,45242696,45243799,45244521,	0	PKLR	cmpl	cmpl	0,1,1,0,0,1,2,0,0,2,1,
930	NM_001256018	chr7	+	45237329	45244826	45237378	45244521	12	45237329,45237840,45240505,45240701,45240966,45241461,45241832,45242282,45242529,45243617,45244414,45244623,	45237385,45238023,45240597,45240833,45241153,45241732,45241983,45242435,45242696,45243799,45244610,45244826,	0	PKLR	cmpl	cmpl	0,1,1,0,0,1,2,0,0,2,1,-1,
930	NM_001194977	chr7	+	45313308	45317624	45313344	45317332	8	45313308,45313758,45315187,45315516,45315688,45315977,45316184,45317257,	45313405,45314554,45315410,45315572,45315819,45316099,45316334,45317624,	0	MUC1	cmpl	cmpl	0,1,2,0,2,1,0,0,
930	NM_001160122	chr7	+	45328170	45330529	45328218	45330498	5	45328170,45328451,45328697,45330094,45330377,	45328222,45328606,45328761,45330161,45330529,	0	KRTCAP2	cmpl	cmpl	0,1,0,1,2,
930	NR_049345	chr7	-	45311413	45311476	45311476	45311476	1	45311413,	45311476,	0	MIR92B	unk	unk	-1,
936	NM_001252286	chr7	-	46124148	46125342	46124205	46125309	4	46124148,46124637,46124916,46125303,	46124234,46124748,46125025,46125342,	0	RPS27	cmpl	cmpl	1,1,0,0,
936	NM_001252211	chr7	+	46019881	46042029	46019963	46040775	8	46019881,46025772,46027354,46027799,46029110,46029881,46030152,46040692,	46020095,46025906,46027472,46027870,46029186,46029944,46030222,46042029,	0	TPM3	cmpl	cmpl	0,0,2,0,2,0,0,1,
936	NR_049462	chr7	+	46012261	46012339	46012339	46012339	1	46012261,	46012339,	0	MIR190B	unk	unk	-1,
936	NM_001313859	chr7	+	46127685	46131404	46127708	46131084	8	46127685,46129127,46129962,46130257,46130441,46130610,46130762,46131006,	46127832,46129188,46130023,46130335,46130531,46130676,46130816,46131404,	0	RAB13	cmpl	cmpl	0,1,2,0,0,0,0,0,
939	NM_001003161	chr7	+	46471112	46473134	46471999	46473001	3	46471112,46471984,46472836,	46471153,46472140,46473134,	0	S100A4	cmpl	cmpl	-1,0,0,
939	NM_001146144	chr7	+	46517750	46518686	46518212	46518630	3	46517750,46518190,46518501,	46517783,46518353,46518686,	0	S100A8	cmpl	cmpl	-1,0,0,
939	NM_001363554	chr7	+	46471751	46473134	46471999	46473001	3	46471751,46471984,46472836,	46471867,46472140,46473134,	0	S100A4	cmpl	cmpl	-1,0,0,
939	NM_001362599	chr7	+	46474907	46478020	46476079	46477955	3	46474907,46476067,46477811,	46474953,46476217,46478020,	0	S100A5	cmpl	cmpl	-1,0,0,
939	NM_001362597	chr7	+	46471657	46473134	46471689	46473001	3	46471657,46471984,46472836,	46471797,46472140,46473134,	0	S100A4	cmpl	cmpl	0,0,0,
939	NM_001362601	chr7	-	46405933	46409725	46406077	46407657	3	46405933,46407516,46409603,	46406221,46407669,46409725,	0	S100A1	cmpl	cmpl	0,0,-1,
939	NM_001362600	chr7	+	46456549	46459231	46457829	46458909	3	46456549,46457822,46458756,	46456599,46457970,46459231,	0	S100A2	cmpl	cmpl	-1,0,0,
951	NM_001287154	chr7	+	48094319	48103180	48094373	48103036	12	48094319,48096126,48097360,48099262,48099525,48099879,48100700,48100962,48101707,48101933,48102683,48102954,	48094433,48096205,48097530,48099436,48099692,48100028,48100852,48101187,48101815,48102078,48102834,48103180,	0	ATP5F1A	cmpl	cmpl	0,0,1,0,0,2,1,0,0,0,1,2,
1020	NM_001287155	chr7	+	57040362	57061751	57042891	57060690	10	57040362,57042882,57045522,57046509,57047925,57053274,57056130,57057769,57059014,57060537,	57041004,57043617,57045706,57046679,57048144,57053380,57056508,57057850,57059205,57061751,	0	SLC39A6	cmpl	cmpl	-1,0,0,1,0,0,1,1,1,0,
1021	NR_049431	chr7	+	57243103	57243171	57243171	57243171	1	57243103,	57243171,	0	MIR187	unk	unk	-1,
1050	NM_001002983	chr7	-	61026493	61057857	61026713	61057767	16	61026493,61028695,61030753,61031136,61035566,61037442,61039252,61040016,61042842,61043295,61044290,61045155,61045762,61047004,61047645,61057719,	61027331,61028961,61030817,61031276,61035827,61037667,61039392,61040288,61043028,61043424,61044457,61045300,61045918,61047133,61047681,61057857,	0	DSG3	cmpl	cmpl	0,1,0,1,1,1,2,0,0,0,1,0,0,0,0,0,
1051	NM_001002939	chr7	-	61140599	61173503	61142919	61173493	17	61140599,61143097,61143164,61146462,61148701,61149105,61150662,61152648,61153845,61156212,61156704,61158586,61161081,61163043,61164427,61164825,61173445,	61143092,61143137,61143954,61146671,61148774,61149239,61150998,61152788,61154105,61156398,61156839,61158753,61161226,61163199,61164559,61164861,61173503,	0	DSG1	cmpl	cmpl	1,1,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,
1052	NM_001313860	chr7	+	61302889	61330023	61303254	61328106	16	61302889,61306518,61307842,61309244,61310196,61315796,61317153,61317761,61319304,61321091,61321434,61322800,61324421,61326179,61326758,61327908,	61303317,61306603,61308045,61309364,61310352,61315941,61317320,61317896,61319490,61321351,61321577,61323013,61324664,61326298,61327013,61330023,	0	DSC1	cmpl	cmpl	0,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,
1098	NM_001145070	chr7	-	67260595	67273607	67260595	67273607	4	67260595,67264482,67273306,67273459,	67260618,67265754,67273360,67273607,	0	CABYR	cmpl	cmpl	1,1,1,0,
1102	NM_001003107	chr7	+	67801868	67839434	67801868	67839024	26	67801868,67803162,67805279,67810789,67811559,67814284,67814925,67816763,67819941,67822664,67825557,67826308,67827432,67829651,67829871,67831489,67832022,67832818,67833807,67835260,67836443,67837385,67838195,67838281,67838285,67838941,	67801993,67803269,67805455,67810957,67811809,67814358,67815296,67816990,67820042,67822767,67825747,67826491,67827547,67829779,67830012,67831579,67832210,67832934,67833937,67835461,67836675,67837499,67838276,67838285,67838358,67839434,	0	NPC1	incmpl	cmpl	1,0,2,1,1,2,1,0,2,1,2,0,0,1,0,0,0,2,1,2,2,0,0,1,0,1,
1113	NR_049420	chr7	+	69258641	69258728	69258728	69258728	1	69258641,	69258728,	0	MIR133A	unk	unk	-1,
1113	NR_049344	chr7	+	69255535	69255594	69255594	69255594	1	69255535,	69255594,	0	MIR1-2	unk	unk	-1,
1114	NM_001287157	chr7	-	69448459	69462340	69448571	69462223	4	69448459,69451248,69453223,69462209,	69448648,69451440,69453300,69462340,	0	SNRPD1	cmpl	cmpl	1,1,2,0,
1123	NM_001252174	chr7	+	70528779	70538600	70528891	70538143	7	70528779,70530984,70533531,70535155,70536040,70536794,70538005,	70529099,70531058,70533706,70535257,70536216,70536866,70538600,	0	TYMS	cmpl	cmpl	0,1,0,1,1,0,0,
1123	NM_001003239	chr7	-	70573614	70639110	70576921	70599691	12	70573614,70578018,70581672,70583116,70589067,70589406,70590997,70591232,70592609,70596046,70599426,70638911,	70577130,70578150,70581826,70583193,70589247,70589562,70591147,70591336,70592708,70596146,70599699,70639110,	0	YES1	cmpl	cmpl	1,1,0,1,1,1,1,2,2,1,0,-1,
1225	NR_036672	chr7	-	83989433	83990153	83990153	83990153	2	83989433,83990046,	83989982,83990153,	0	LOC403581	unk	unk	-1,-1,
1225	NR_036671	chr7	-	83989433	83990167	83990167	83990167	2	83989433,83990059,	83990028,83990167,	0	LOC403581	unk	unk	-1,-1,
1225	NR_036670	chr7	-	83989433	83990168	83990168	83990168	1	83989433,	83990168,	0	LOC403581	unk	unk	-1,
14	NM_001005262	chr8	+	42854988	43002383	42855211	43001697	9	42854988,42901315,42901545,42911150,42941082,42979947,42985279,42991654,43001379,	42855414,42901431,42901708,42911265,42941320,42980194,42985456,42991805,43002383,	0	FUT8	cmpl	cmpl	0,2,1,2,0,1,2,2,0,
101	NM_001287162	chr8	-	30270669	30313860	30270863	30313650	20	30270669,30273829,30274975,30283449,30285095,30285342,30285525,30285806,30286648,30287235,30287735,30288585,30288909,30291297,30291884,30295397,30302141,30305136,30307908,30313407,	30271040,30273896,30275110,30283657,30285237,30285401,30285673,30285908,30286763,30287399,30287882,30288678,30289053,30291380,30291996,30295529,30302245,30305215,30308010,30313860,	0	PYGL	cmpl	cmpl	0,2,2,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,
104	NM_001287170	chr8	-	33027449	33034437	33027699	33029912	4	33027449,33029539,33031039,33034239,	33028556,33029919,33031164,33034437,	0	BMP4	cmpl	cmpl	1,0,-1,-1,
113	NM_001220481	chr8	-	42199601	42251323	42199601	42251267	31	42199601,42200141,42200466,42201477,42202008,42203482,42205112,42205732,42207031,42207637,42211261,42211829,42212409,42213943,42215745,42215947,42217284,42221959,42223568,42225593,42226444,42227489,42228287,42230017,42231206,42231754,42232157,42232636,42233696,42235505,42251119,	42199749,42200191,42200663,42201562,42202147,42203727,42205487,42205937,42207162,42207916,42211351,42212036,42212673,42214090,42215836,42216150,42218041,42222097,42224439,42225744,42226747,42227648,42228405,42230205,42231319,42231870,42232238,42232728,42233870,42235657,42251323,	0	SPTB	cmpl	cmpl	2,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,2,2,1,0,0,0,2,0,1,2,2,0,0,1,0,
117	NM_001252344	chr8	-	47040794	47066304	47040953	47066272	4	47040794,47044057,47058632,47066203,	47041070,47044120,47058704,47066304,	0	COX16	cmpl	cmpl	0,0,0,0,
